Id,Tipo,Especialidad, Puntuacion 
743,ONG,Dentist, 8.0 
744,Otro,Dentist, 10.0 
745,Medico,Dentist, 9.9 
746,Especialista,General Medicine, 9.5 
747,Clinica,Dentist, 8.0 
748,Hospital,Dermatologists, 9.6 
749,ONG,Dentist, 9.0 
750,Otro,Homeopath, 9.5 
751,Medico,ENT Specialist, 8.0 
752,Especialista,Dentist, 8.0 
753,Clinica,General Medicine, 9.0 
754,Hospital,Homeopath, 8.0 
755,ONG,Dermatologists, 9.8 
756,Otro,General Medicine, 9.7 
757,Medico,Dentist, 9.6 
758,Especialista,Homeopath, 9.8 
759,Clinica,Homeopath, 10.0 
760,Hospital,Dentist, 10.0 
761,ONG,Homeopath, 9.6 
762,Otro,Dentist, 8.0 
763,Medico,Dermatologists, 9.3 
764,Especialista,Homeopath, 9.9 
765,Clinica,Dentist, 9.7 
766,Hospital,Ayurveda, 9.7 
767,ONG,Dentist, 8.0 
768,Otro,Dermatologists, 9.7 
769,Medico,Homeopath, 9.4 
770,Especialista,General Medicine, 8.0 
771,Clinica,Homeopath, 8.0 
772,Hospital,General Medicine, 8.0 
773,ONG,Homeopath, 8.0 
774,Otro,General Medicine, 8.0 
775,Medico,Dentist, 8.0 
776,Especialista,ENT Specialist, 9.7 
777,Clinica,ENT Specialist, 8.0 
778,Hospital,Homeopath, 8.0 
779,ONG,ENT Specialist, 8.0 
780,Otro,Homeopath, 8.0 
781,Medico,Ayurveda, 8.0 
782,Especialista,Ayurveda, 8.0 
783,Clinica,General Medicine, 10.0 
784,Hospital,Homeopath, 8.0 
785,ONG,Ayurveda, 8.0 
786,Otro,Homeopath, 8.0 
787,Medico,General Medicine, 9.4 
788,Especialista,General Medicine, 0.7 
789,Clinica,General Medicine, 0.7 
790,Hospital,Homeopath, 9.0 
791,ONG,Homeopath, 8.0 
792,Otro,Dentist, 8.0 
793,Medico,General Medicine, 9.7 
794,Especialista,General Medicine, 9.6 
795,Clinica,Homeopath, 8.0 
796,Hospital,Homeopath, 8.0 
797,ONG,General Medicine, 8.0 
798,Otro,Dermatologists, 8.0 
799,Medico,General Medicine, 9.7 
800,Especialista,General Medicine, 8.0 
801,Clinica,Dermatologists, 8.0 
802,Hospital,Dentist, 8.0 
803,ONG,ENT Specialist, 9.9 
804,Otro,Dermatologists, 9.3 
805,Medico,Homeopath, 8.0 
806,Especialista,Dermatologists, 9.3 
807,Clinica,Dentist, 84.0 
808,Hospital,Dentist, 10.0 
809,ONG,Ayurveda, 9.8 
810,Otro,General Medicine, 8.0 
811,Medico,ENT Specialist, 7.9 
812,Especialista,Homeopath, 9.2 
813,Clinica,Homeopath, 8.0 
814,Hospital,General Medicine, 10.0 
815,ONG,General Medicine, 8.0 
816,Otro,General Medicine, 7.4 
817,Medico,Ayurveda, 8.0 
818,Especialista,Dentist, 8.0 
819,Clinica,Dentist, 8.0 
820,Hospital,Dermatologists, 9.9 
821,ONG,General Medicine, 9.9 
822,Otro,General Medicine, 8.0 
823,Medico,Ayurveda, 8.0 
824,Especialista,Homeopath, 8.0 
825,Clinica,Homeopath, 8.0 
826,Hospital,Ayurveda, 8.0 
827,ONG,Dentist, 9.8 
828,Otro,Dentist, 9.7 
829,Medico,ENT Specialist, 9.8 
830,Especialista,Dentist, 8.0 
831,Clinica,Dentist, 9.7 
832,Hospital,Dermatologists, 9.7 
833,ONG,Dentist, 8.0 
834,Otro,Dermatologists, 10.0 
835,Medico,Dentist, 8.9 
836,Especialista,Dermatologists, 9.0 
837,Clinica,General Medicine, 84.0 
838,Hospital,Dentist, 9.9 
839,ONG,Ayurveda, 9.8 
840,Otro,General Medicine, 8.0 
841,Medico,General Medicine, 8.0 
842,Especialista,ENT Specialist, 8.0 
843,Clinica,General Medicine, 9.3 
844,Hospital,Ayurveda, 8.0 
845,ONG,Dermatologists, 10.0 
846,Otro,Dentist, 10.0 
847,Medico,Ayurveda, 8.0 
848,Especialista,Dermatologists, 8.0 
849,Clinica,General Medicine, 8.0 
850,Hospital,Ayurveda, 9.8 
851,ONG,Dermatologists, 8.0 
852,Otro,Ayurveda, 7.9 
853,Medico,Homeopath, 8.0 
854,Especialista,General Medicine, 10.0 
855,Clinica,ENT Specialist, 8.3 
856,Hospital,ENT Specialist, 10.0 
857,ONG,Homeopath, 9.5 
858,Otro,ENT Specialist, 8.0 
859,Medico,Ayurveda, 8.0 
860,Especialista,ENT Specialist, 8.0 
861,Clinica,Homeopath, 8.0 
862,Hospital,General Medicine, 8.0 
863,ONG,Dentist, 8.3 
864,Otro,General Medicine, 8.0 
865,Medico,Dentist, 9.3 
866,Especialista,Dentist, 9.7 
867,Clinica,ENT Specialist, 8.0 
868,Hospital,Dentist, 8.0 
869,ONG,ENT Specialist, 8.0 
870,Otro,General Medicine, 8.0 
871,Medico,Dentist, 8.0 
872,Especialista,ENT Specialist, 9.5 
873,Clinica,ENT Specialist, 8.0 
874,Hospital,ENT Specialist, 8.0 
875,ONG,Dentist, 9.0 
876,Otro,Homeopath, 10.0 
877,Medico,Dermatologists, 8.0 
878,Especialista,General Medicine, 9.8 
879,Clinica,Homeopath, 8.0 
880,Hospital,Homeopath, 8.0 
881,ONG,Homeopath, 8.0 
882,Otro,Dermatologists, 8.0 
883,Medico,General Medicine, 10.0 
884,Especialista,Dermatologists, 8.0 
885,Clinica,Dermatologists, 8.0 
886,Hospital,ENT Specialist, 8.0 
887,ONG,Dentist, 10.0 
888,Otro,Dentist, 8.0 
889,Medico,Dermatologists, 8.0 
890,Especialista,General Medicine, 9.6 
891,Clinica,Dentist, 8.0 
892,Hospital,General Medicine, 9.7 
893,ONG,Homeopath, 8.0 
894,Otro,Homeopath, 8.0 
895,Medico,Dentist, 8.0 
896,Especialista,Dermatologists, 8.0 
897,Clinica,Dentist, 8.0 
898,Hospital,General Medicine, 8.0 
899,ONG,Homeopath, 8.0 
900,Otro,Dentist, 8.0 
901,Medico,ENT Specialist, 8.0 
902,Especialista,General Medicine, 8.0 
903,Clinica,Homeopath, 8.0 
904,Hospital,Dentist, 8.0 
905,ONG,Dermatologists, 8.0 
906,Otro,ENT Specialist, 9.9 
907,Medico,Ayurveda, 9.0 
908,Especialista,Dermatologists, 8.0 
909,Clinica,Ayurveda, 8.0 
910,Hospital,Dermatologists, 8.0 
911,ONG,Homeopath, 8.0 
912,Otro,ENT Specialist, 0.5 
913,Medico,Dermatologists, 9.9 
914,Especialista,Dermatologists, 9.7 
915,Clinica,Dentist, 10.0 
916,Hospital,Dermatologists, 8.0 
917,ONG,Homeopath, 8.0 
918,Otro,ENT Specialist, 8.0 
919,Medico,Dermatologists, 0.8 
920,Especialista,ENT Specialist, 8.0 
921,Clinica,Dermatologists, 8.0 
922,Hospital,Dentist, 9.6 
923,ONG,Ayurveda, 10.0 
924,Otro,Homeopath, 9.2 
925,Medico,Ayurveda, 8.0 
926,Especialista,Dermatologists, 8.0 
927,Clinica,Dentist, 8.0 
928,Hospital,Dentist, 8.0 
929,ONG,Ayurveda, 8.0 
930,Otro,Dentist, 9.7 
931,Medico,Dermatologists, 9.6 
932,Especialista,Homeopath, 10.0 
933,Clinica,Dentist, 8.0 
934,Hospital,Dentist, 9.8 
935,ONG,Dermatologists, 9.4 
936,Otro,Dentist, 9.6 
937,Medico,Dentist, 9.8 
938,Especialista,ENT Specialist, 10.0 
939,Clinica,Dentist, 8.0 
940,Hospital,Dermatologists, 9.6 
941,ONG,Dentist, 10.0 
942,Otro,Dermatologists, 8.0 
943,Medico,Dentist, 8.0 
944,Especialista,Ayurveda, 10.0 
945,Clinica,Ayurveda, 8.0 
946,Hospital,Homeopath, 8.0 
947,ONG,General Medicine, 8.0 
948,Otro,Dentist, 9.4 
949,Medico,General Medicine, 10.0 
950,Especialista,Ayurveda, 8.0 
951,Clinica,Homeopath, 8.0 
952,Hospital,ENT Specialist, 8.0 
953,ONG,Dentist, 8.0 
954,Otro,General Medicine, 8.0 
955,Medico,Dentist, 8.0 
956,Especialista,Dentist, 9.7 
957,Clinica,General Medicine, 10.0 
958,Hospital,Dermatologists, 8.0 
959,ONG,General Medicine, 9.6 
960,Otro,ENT Specialist, 9.4 
961,Medico,General Medicine, 9.0 
962,Especialista,Ayurveda, 9.0 
963,Clinica,General Medicine, 8.0 
964,Hospital,Dentist, 8.0 
965,ONG,Homeopath, 10.0 
966,Otro,Dermatologists, 8.0 
967,Medico,Dermatologists, 8.0 
968,Especialista,General Medicine, 8.0 
969,Clinica,General Medicine, 0.8 
970,Hospital,Dermatologists, 8.0 
971,ONG,Dermatologists, 8.8 
972,Otro,Dentist, 9.2 
973,Medico,General Medicine, 9.8 
974,Especialista,ENT Specialist, 10.0 
975,Clinica,Homeopath, 8.0 
976,Hospital,General Medicine, 8.0 
977,ONG,Dentist, 8.0 
978,Otro,Dentist, 9.9 
979,Medico,Dermatologists, 9.7 
980,Especialista,Dentist, 0.6 
981,Clinica,Homeopath, 9.3 
982,Hospital,Dermatologists, 8.0 
983,ONG,ENT Specialist, 9.5 
984,Otro,Dermatologists, 9.0 
985,Medico,Ayurveda, 9.4 
986,Especialista,Dentist, 10.0 
987,Clinica,ENT Specialist, 9.2 
988,Hospital,Dentist, 9.3 
989,ONG,Homeopath, 8.0 
990,Otro,General Medicine, 8.0 
991,Medico,Dentist, 0.7 
992,Especialista,Homeopath, 8.0 
993,Clinica,Dentist, 10.0 
994,Hospital,Ayurveda, 9.5 
995,ONG,General Medicine, 8.0 
996,Otro,Homeopath, 8.0 
997,Medico,Homeopath, 8.0 
998,Especialista,General Medicine, 8.0 
999,Clinica,General Medicine, 7.4 
1000,Hospital,Ayurveda, 8.0 
1001,ONG,Dentist, 8.0 
1002,Otro,Dermatologists, 8.0 
1003,Medico,Ayurveda, 8.0 
1004,Especialista,ENT Specialist, 8.0 
1005,Clinica,Homeopath, 8.0 
1006,Hospital,Homeopath, 8.0 
1007,ONG,Dermatologists, 8.0 
1008,Otro,Homeopath, 10.0 
1009,Medico,General Medicine, 8.0 
1010,Especialista,ENT Specialist, 8.0 
1011,Clinica,Dentist, 8.8 
1012,Hospital,Homeopath, 9.9 
1013,ONG,Homeopath, 10.0 
1014,Otro,Homeopath, 8.0 
1015,Medico,General Medicine, 10.0 
1016,Especialista,Dermatologists, 8.0 
1017,Clinica,ENT Specialist, 7.9 
1018,Hospital,General Medicine, 8.6 
1019,ONG,Dermatologists, 0.6 
1020,Otro,General Medicine, 9.7 
1021,Medico,Homeopath, 8.0 
1022,Especialista,ENT Specialist, 8.0 
1023,Clinica,General Medicine, 9.3 
1024,Hospital,Homeopath, 8.0 
1025,ONG,Dentist, 8.0 
1026,Otro,Ayurveda, 8.0 
1027,Medico,Dermatologists, 8.0 
1028,Especialista,Ayurveda, 10.0 
1029,Clinica,General Medicine, 10.0 
1030,Hospital,ENT Specialist, 8.0 
1031,ONG,Dermatologists, 8.0 
1032,Otro,Ayurveda, 8.0 
1033,Medico,Ayurveda, 8.0 
1034,Especialista,ENT Specialist, 8.0 
1035,Clinica,Dentist, 8.0 
1036,Hospital,Dermatologists, 8.0 
1037,ONG,Dentist, 9.7 
1038,Otro,Dentist, 9.8 
1039,Medico,ENT Specialist, 8.0 
1040,Especialista,Dermatologists, 8.0 
1041,Clinica,Dentist, 9.4 
1042,Hospital,General Medicine, 9.6 
1043,ONG,Dentist, 8.0 
1044,Otro,Dentist, 9.4 
1045,Medico,Dentist, 8.0 
1046,Especialista,Homeopath, 8.0 
1047,Clinica,Dentist, 8.0 
1048,Hospital,Homeopath, 10.0 
1049,ONG,Homeopath, 8.0 
1050,Otro,Dermatologists, 10.0 
1051,Medico,Dentist, 9.4 
1052,Especialista,Dentist, 9.5 
1053,Clinica,Dentist, 9.6 
1054,Hospital,Dermatologists, 10.0 
1055,ONG,Homeopath, 9.5 
1056,Otro,Dentist, 8.0 
1057,Medico,Ayurveda, 9.8 
1058,Especialista,Ayurveda, 8.0 
1059,Clinica,General Medicine, 10.0 
1060,Hospital,General Medicine, 8.0 
1061,ONG,Homeopath, 8.0 
1062,Otro,Dentist, 9.8 
1063,Medico,General Medicine, 9.8 
1064,Especialista,Homeopath, 8.0 
1065,Clinica,Dermatologists, 8.0 
1066,Hospital,Homeopath, 9.3 
1067,ONG,ENT Specialist, 8.0 
1068,Otro,Ayurveda, 10.0 
1069,Medico,General Medicine, 8.0 
1070,Especialista,General Medicine, 9.7 
1071,Clinica,General Medicine, 9.5 
1072,Hospital,Dentist, 8.0 
1073,ONG,Dermatologists, 8.0 
1074,Otro,Dermatologists, 8.0 
1075,Medico,Dentist, 10.0 
1076,Especialista,General Medicine, 8.0 
1077,Clinica,General Medicine, 9.2 
1078,Hospital,Dentist, 8.0 
1079,ONG,Dentist, 10.0 
1080,Otro,Ayurveda, 8.0 
1081,Medico,Homeopath, 8.0 
1082,Especialista,Ayurveda, 8.0 
1083,Clinica,Dermatologists, 8.0 
1084,Hospital,Dentist, 8.0 
1085,ONG,Ayurveda, 8.0 
1086,Otro,Dentist, 8.0 
1087,Medico,Homeopath, 10.0 
1088,Especialista,Dermatologists, 8.0 
1089,Clinica,Dermatologists, 9.9 
1090,Hospital,Ayurveda, 9.7 
1091,ONG,Ayurveda, 8.0 
1092,Otro,Dentist, 8.0 
1093,Medico,Dentist, 9.9 
1094,Especialista,General Medicine, 9.3 
1095,Clinica,Dermatologists, 8.0 
1096,Hospital,General Medicine, 8.0 
1097,ONG,Dentist, 8.0 
1098,Otro,ENT Specialist, 10.0 
1099,Medico,ENT Specialist, 8.0 
1100,Especialista,General Medicine, 8.0 
1101,Clinica,Ayurveda, 8.0 
1102,Hospital,Dentist, 10.0 
1103,ONG,Homeopath, 8.0 
1104,Otro,Homeopath, 8.0 
1105,Medico,Ayurveda, 8.0 
1106,Especialista,Ayurveda, 8.0 
1107,Clinica,Dentist, 8.0 
1108,Hospital,ENT Specialist, 9.9 
1109,ONG,Dentist, 8.0 
1110,Otro,General Medicine, 8.0 
1111,Medico,General Medicine, 8.0 
1112,Especialista,General Medicine, 8.0 
1113,Clinica,Homeopath, 8.0 
1114,Hospital,Ayurveda, 8.0 
1115,ONG,Dentist, 9.6 
1116,Otro,General Medicine, 10.0 
1117,Medico,Homeopath, 8.0 
1118,Especialista,ENT Specialist, 10.0 
1119,Clinica,Dentist, 8.0 
1120,Hospital,Dermatologists, 10.0 
1121,ONG,Homeopath, 8.7 
1122,Otro,ENT Specialist, 10.0 
1123,Medico,Dentist, 8.0 
1124,Especialista,Ayurveda, 10.0 
1125,Clinica,Dentist, 8.0 
1126,Hospital,Dermatologists, 8.0 
1127,ONG,Dentist, 8.0 
1128,Otro,General Medicine, 8.0 
1129,Medico,Dermatologists, 8.0 
1130,Especialista,Ayurveda, 8.0 
1131,Clinica,Homeopath, 8.0 
1132,Hospital,Homeopath, 8.0 
1133,ONG,General Medicine, 9.7 
1134,Otro,General Medicine, 8.0 
1135,Medico,ENT Specialist, 9.7 
1136,Especialista,Dentist, 8.0 
1137,Clinica,General Medicine, 8.0 
1138,Hospital,Homeopath, 8.0 
1139,ONG,General Medicine, 8.0 
1140,Otro,Homeopath, 8.0 
1141,Medico,ENT Specialist, 8.0 
1142,Especialista,Dermatologists, 8.0 
1143,Clinica,Dentist, 8.8 
1144,Hospital,General Medicine, 8.0 
1145,ONG,General Medicine, 8.0 
1146,Otro,Homeopath, 8.0 
1147,Medico,Homeopath, 8.0 
1148,Especialista,ENT Specialist, 8.0 
1149,Clinica,Dermatologists, 8.0 
1150,Hospital,Dermatologists, 810.0 
1151,ONG,Dentist, 10.0 
1152,Otro,ENT Specialist, 8.0 
1153,Medico,Dermatologists, 8.0 
1154,Especialista,Homeopath, 10.0 
1155,Clinica,Dermatologists, 8.0 
1156,Hospital,Homeopath, 8.0 
1157,ONG,Dentist, 8.0 
1158,Otro,Dentist, 10.0 
1159,Medico,General Medicine, 8.0 
1160,Especialista,General Medicine, 8.0 
1161,Clinica,Ayurveda, 8.0 
1162,Hospital,General Medicine, 9.6 
1163,ONG,Dentist, 8.0 
1164,Otro,General Medicine, 10.0 
1165,Medico,ENT Specialist, 8.0 
1166,Especialista,Dentist, 8.0 
1167,Clinica,Dermatologists, 9.6 
1168,Hospital,Dermatologists, 9.7 
1169,ONG,Dermatologists, 9.4 
1170,Otro,Dermatologists, 9.6 
1171,Medico,ENT Specialist, 5.6 
1172,Especialista,Homeopath, 9.0 
1173,Clinica,Homeopath, 8.0 
1174,Hospital,Dentist, 8.0 
1175,ONG,Dermatologists, 8.0 
1176,Otro,ENT Specialist, 8.0 
1177,Medico,Dentist, 10.0 
1178,Especialista,ENT Specialist, 9.7 
1179,Clinica,General Medicine, 9.4 
1180,Hospital,Dermatologists, 9.6 
1181,ONG,Dermatologists, 9.3 
1182,Otro,General Medicine, 8.0 
1183,Medico,Ayurveda, 8.0 
1184,Especialista,Ayurveda, 810.0 
1185,Clinica,Dermatologists, 8.0 
1186,Hospital,ENT Specialist, 8.0 
1187,ONG,ENT Specialist, 8.0 
1188,Otro,Ayurveda, 8.0 
1189,Medico,ENT Specialist, 8.0 
1190,Especialista,ENT Specialist, 10.0 
1191,Clinica,ENT Specialist, 8.0 
1192,Hospital,Dermatologists, 9.4 
1193,ONG,Homeopath, 9.4 
1194,Otro,Dermatologists, 9.7 
1195,Medico,Dermatologists, 8.0 
1196,Especialista,Ayurveda, 8.0 
1197,Clinica,Homeopath, 8.0 
1198,Hospital,General Medicine, 8.0 
1199,ONG,Dentist, 8.0 
1200,Otro,ENT Specialist, 9.8 
1201,Medico,Dentist, 9.8 
1202,Especialista,Dermatologists, 8.0 
1203,Clinica,Ayurveda, 9.5 
1204,Hospital,Homeopath, 10.0 
1205,ONG,Ayurveda, 8.0 
1206,Otro,Ayurveda, 8.0 
1207,Medico,General Medicine, 8.0 
1208,Especialista,Dentist, 8.0 
1209,Clinica,Ayurveda, 9.9 
1210,Hospital,Dermatologists, 9.0 
1211,ONG,ENT Specialist, 8.0 
1212,Otro,General Medicine, 8.0 
1213,Medico,Dentist, 10.0 
1214,Especialista,General Medicine, 8.0 
1215,Clinica,Dentist, 8.0 
1216,Hospital,Dermatologists, 9.6 
1217,ONG,Ayurveda, 8.0 
1218,Otro,General Medicine, 8.0 
1219,Medico,Dentist, 8.0 
1220,Especialista,Dentist, 9.5 
1221,Clinica,Dentist, 8.0 
1222,Hospital,Dentist, 10.0 
1223,ONG,Dermatologists, 10.0 
1224,Otro,Ayurveda, 9.4 
1225,Medico,Dentist, 8.0 
1226,Especialista,Dermatologists, 9.7 
1227,Clinica,Dentist, 8.0 
1228,Hospital,Dermatologists, 8.0 
1229,ONG,Dermatologists, 10.0 
1230,Otro,Homeopath, 9.9 
1231,Medico,Dermatologists, 8.0 
1232,Especialista,General Medicine, 9.8 
1233,Clinica,Dentist, 9.5 
1234,Hospital,General Medicine, 10.0 
1235,ONG,General Medicine, 9.7 
1236,Otro,ENT Specialist, 8.0 
1237,Medico,General Medicine, 8.0 
1238,Especialista,Dentist, 8.0 
1239,Clinica,General Medicine, 10.0 
1240,Hospital,ENT Specialist, 8.0 
1241,ONG,Dentist, 0.6 
1242,Otro,Dentist, 9.9 
1243,Medico,Dermatologists, 8.0 
1244,Especialista,General Medicine, 10.0 
1245,Clinica,General Medicine, 8.0 
1246,Hospital,Dermatologists, 8.0 
1247,ONG,General Medicine, 8.0 
1248,Otro,General Medicine, 8.0 
1249,Medico,General Medicine, 8.6 
1250,Especialista,General Medicine, 9.2 
1251,Clinica,Homeopath, 9.0 
1252,Hospital,Dermatologists, 8.0 
1253,ONG,General Medicine, 8.0 
1254,Otro,ENT Specialist, 9.4 
1255,Medico,General Medicine, 8.0 
1256,Especialista,Dentist, 8.0 
1257,Clinica,Homeopath, 9.8 
1258,Hospital,Dentist, 8.0 
1259,ONG,ENT Specialist, 8.0 
1260,Otro,Dentist, 9.2 
1261,Medico,Dermatologists, 9.7 
1262,Especialista,General Medicine, 9.6 
1263,Clinica,ENT Specialist, 8.0 
1264,Hospital,Ayurveda, 8.0 
1265,ONG,Dermatologists, 9.7 
1266,Otro,Ayurveda, 9.7 
1267,Medico,Dentist, 8.0 
1268,Especialista,General Medicine, 8.0 
1269,Clinica,Ayurveda, 10.0 
1270,Hospital,Dermatologists, 8.0 
1271,ONG,Ayurveda, 8.0 
1272,Otro,Dentist, 9.6 
1273,Medico,Dentist, 9.8 
1274,Especialista,Ayurveda, 10.0 
1275,Clinica,ENT Specialist, 8.0 
1276,Hospital,Dentist, 9.6 
1277,ONG,Ayurveda, 8.0 
1278,Otro,General Medicine, 8.0 
1279,Medico,Homeopath, 8.0 
1280,Especialista,Dentist, 9.6 
1281,Clinica,Dentist, 8.0 
1282,Hospital,ENT Specialist, 9.7 
1283,ONG,General Medicine, 8.0 
1284,Otro,Ayurveda, 8.2 
1285,Medico,Dentist, 8.0 
1286,Especialista,Dentist, 9.8 
1287,Clinica,General Medicine, 10.0 
1288,Hospital,Dentist, 8.0 
1289,ONG,Dentist, 9.9 
1290,Otro,Dentist, 9.9 
1291,Medico,Ayurveda, 8.0 
1292,Especialista,Dentist, 8.0 
1293,Clinica,ENT Specialist, 8.0 
1294,Hospital,Ayurveda, 8.0 
1295,ONG,Ayurveda, 8.0 
1296,Otro,Dentist, 8.0 
1297,Medico,Ayurveda, 8.0 
1298,Especialista,ENT Specialist, 8.2 
1299,Clinica,Dentist, 8.0 
1300,Hospital,General Medicine, 9.5 
1301,ONG,Dentist, 9.3 
1302,Otro,Homeopath, 10.0 
1303,Medico,ENT Specialist, 8.0 
1304,Especialista,Dentist, 0.6 
1305,Clinica,Ayurveda, 10.0 
1306,Hospital,Homeopath, 8.0 
1307,ONG,Homeopath, 8.0 
1308,Otro,Ayurveda, 8.0 
1309,Medico,Dentist, 8.0 
1310,Especialista,General Medicine, 8.0 
1311,Clinica,Homeopath, 9.3 
1312,Hospital,Dentist, 8.0 
1313,ONG,Dermatologists, 9.7 
1314,Otro,General Medicine, 9.4 
1315,Medico,General Medicine, 10.0 
1316,Especialista,Ayurveda, 8.0 
1317,Clinica,Dentist, 8.0 
1318,Hospital,Dentist, 9.9 
1319,ONG,Dermatologists, 9.8 
1320,Otro,Dentist, 8.6 
1321,Medico,General Medicine, 10.0 
1322,Especialista,ENT Specialist, 9.7 
1323,Clinica,ENT Specialist, 8.0 
1324,Hospital,Homeopath, 10.0 
1325,ONG,Dermatologists, 8.0 
1326,Otro,Dentist, 9.9 
1327,Medico,Dermatologists, 9.5 
1328,Especialista,General Medicine, 9.7 
1329,Clinica,Dentist, 9.6 
1330,Hospital,Dentist, 8.0 
1331,ONG,General Medicine, 8.0 
1332,Otro,ENT Specialist, 8.0 
1333,Medico,Ayurveda, 8.0 
1334,Especialista,Dermatologists, 10.0 
1335,Clinica,General Medicine, 8.9 
1336,Hospital,General Medicine, 8.0 
1337,ONG,Dentist, 8.0 
1338,Otro,Dermatologists, 9.0 
1339,Medico,Homeopath, 9.5 
1340,Especialista,Homeopath, 9.6 
1341,Clinica,ENT Specialist, 8.0 
1342,Hospital,Homeopath, 8.0 
1343,ONG,Dentist, 8.0 
1344,Otro,Dentist, 9.4 
1345,Medico,ENT Specialist, 10.0 
1346,Especialista,ENT Specialist, 9.4 
1347,Clinica,Dentist, 8.0 
1348,Hospital,General Medicine, 9.9 
1349,ONG,ENT Specialist, 8.0 
1350,Otro,Dermatologists, 8.0 
1351,Medico,ENT Specialist, 9.8 
1352,Especialista,Dentist, 8.0 
1353,Clinica,Dermatologists, 9.5 
1354,Hospital,Homeopath, 10.0 
1355,ONG,Dermatologists, 9.4 
1356,Otro,Homeopath, 9.8 
1357,Medico,ENT Specialist, 8.0 
1358,Especialista,Dermatologists, 8.0 
1359,Clinica,Dentist, 9.8 
1360,Hospital,Dentist, 9.9 
1361,ONG,Dentist, 9.5 
1362,Otro,Ayurveda, 9.8 
1363,Medico,Ayurveda, 8.0 
1364,Especialista,Dentist, 8.0 
1365,Clinica,Dentist, 8.0 
1366,Hospital,Ayurveda, 8.0 
1367,ONG,Ayurveda, 8.0 
1368,Otro,Homeopath, 8.0 
1369,Medico,Dermatologists, 8.0 
1370,Especialista,Dentist, 9.2 
1371,Clinica,Dermatologists, 8.0 
1372,Hospital,Dentist, 8.0 
1373,ONG,Dermatologists, 9.6 
1374,Otro,ENT Specialist, 10.0 
1375,Medico,ENT Specialist, 8.0 
1376,Especialista,Homeopath, 9.5 
1377,Clinica,ENT Specialist, 8.0 
1378,Hospital,Homeopath, 8.0 
1379,ONG,Ayurveda, 8.0 
1380,Otro,Ayurveda, 8.0 
1381,Medico,ENT Specialist, 8.0 
1382,Especialista,Homeopath, 8.0 
1383,Clinica,Dermatologists, 10.0 
1384,Hospital,Dermatologists, 9.4 
1385,ONG,General Medicine, 8.0 
1386,Otro,Dermatologists, 8.0 
1387,Medico,General Medicine, 9.9 
1388,Especialista,Dermatologists, 8.0 
1389,Clinica,Dentist, 9.7 
1390,Hospital,General Medicine, 10.0 
1391,ONG,General Medicine, 10.0 
1392,Otro,Dermatologists, 8.0 
1393,Medico,General Medicine, 0.8 
1394,Especialista,Dentist, 8.0 
1395,Clinica,Ayurveda, 9.7 
1396,Hospital,Dermatologists, 8.0 
1397,ONG,Homeopath, 9.6 
1398,Otro,Ayurveda, 9.6 
1399,Medico,Dermatologists, 8.0 
1400,Especialista,Dentist, 9.3 
1401,Clinica,ENT Specialist, 8.0 
1402,Hospital,Dentist, 9.3 
1403,ONG,Ayurveda, 10.0 
1404,Otro,ENT Specialist, 8.0 
1405,Medico,Ayurveda, 8.0 
1406,Especialista,Dermatologists, 9.9 
1407,Clinica,General Medicine, 9.5 
1408,Hospital,Dentist, 8.0 
1409,ONG,Homeopath, 9.8 
1410,Otro,Ayurveda, 8.0 
1411,Medico,General Medicine, 9.9 
1412,Especialista,Dentist, 8.0 
1413,Clinica,General Medicine, 9.7 
1414,Hospital,Ayurveda, 8.0 
1415,ONG,Dentist, 8.0 
1416,Otro,ENT Specialist, 8.0 
1417,Medico,Homeopath, 8.3 
1418,Especialista,Dermatologists, 9.5 
1419,Clinica,General Medicine, 9.3 
1420,Hospital,ENT Specialist, 8.0 
1421,ONG,General Medicine, 8.0 
1422,Otro,Ayurveda, 8.0 
1423,Medico,Dermatologists, 8.0 
1424,Especialista,Ayurveda, 9.6 
1425,Clinica,Dermatologists, 8.0 
1426,Hospital,General Medicine, 0.8 
1427,ONG,Dermatologists, 8.0 
1428,Otro,Ayurveda, 8.0 
1429,Medico,Ayurveda, 10.0 
1430,Especialista,Dentist, 8.0 
1431,Clinica,Dentist, 8.0 
1432,Hospital,General Medicine, 9.8 
1433,ONG,Dermatologists, 8.0 
1434,Otro,Ayurveda, 0.8 
1435,Medico,Dentist, 10.0 
1436,Especialista,Dentist, 8.0 
1437,Clinica,General Medicine, 8.8 
1438,Hospital,General Medicine, 7.9 
1439,ONG,Dentist, 10.0 
1440,Otro,Homeopath, 9.6 
1441,Medico,Homeopath, 8.0 
1442,Especialista,General Medicine, 8.0 
1443,Clinica,Dentist, 8.0 
1444,Hospital,ENT Specialist, 9.8 
1445,ONG,Dermatologists, 0.6 
1446,Otro,General Medicine, 9.7 
1447,Medico,General Medicine, 8.0 
1448,Especialista,General Medicine, 10.0 
1449,Clinica,Ayurveda, 8.0 
1450,Hospital,Dentist, 8.0 
1451,ONG,General Medicine, 9.6 
1452,Otro,General Medicine, 8.0 
1453,Medico,Homeopath, 8.0 
1454,Especialista,Ayurveda, 8.0 
1455,Clinica,Homeopath, 8.0 
1456,Hospital,General Medicine, 10.0 
1457,ONG,ENT Specialist, 8.0 
1458,Otro,Dermatologists, 8.0 
1459,Medico,Dentist, 9.8 
1460,Especialista,Ayurveda, 8.0 
1461,Clinica,General Medicine, 8.0 
