Id,Tipo,Edad,Sexo,Especialidad,Pacientes,Casos
657,Clinica,61,H,ENT Specialist,1050,544
658,Hospital,70,H,General Medicine,500,92
659,ONG,66,H,Dentist,700,369
660,Otro,67,H,ENT Specialist,200,460
661,Medico,58,H,Dermatologists,400,421
662,Especialista,37,H,Dentist,300,1037
663,Clinica,35,H,Homeopath,1000,79
664,Hospital,48,H,Ayurveda,300,229
665,ONG,33,H,Dentist,500,319
666,Otro,59,H,Ayurveda,200,306
667,Medico,42,H,Dermatologists,200,434
668,Especialista,63,H,Dentist,350,245
669,Clinica,59,H,Ayurveda,200,76
670,Hospital,34,H,Dentist,300,450
671,ONG,44,H,Ayurveda,800,500
672,Otro,45,H,General Medicine,300,230
673,Medico,49,H,Homeopath,1000,258
674,Especialista,31,H,Homeopath,1000,523
675,Clinica,41,H,Ayurveda,250,1096
676,Hospital,46,H,Ayurveda,200,87
677,ONG,63,H,Dentist,300,446
678,Otro,68,H,Dentist,200,574
679,Medico,40,H,Dentist,800,521
680,Especialista,68,H,Dermatologists,1000,344
681,Clinica,47,H,Ayurveda,250,529
682,Hospital,35,H,Homeopath,300,350
683,ONG,67,H,Homeopath,500,42
684,Otro,37,H,General Medicine,300,1039
685,Medico,35,H,Ayurveda,200,57
686,Especialista,40,H,Dentist,350,394
687,Clinica,43,H,Ayurveda,1000,233
688,Hospital,32,H,General Medicine,300,399
689,ONG,66,H,General Medicine,500,337
690,Otro,33,H,General Medicine,1000,1099
691,Medico,40,H,Homeopath,700,710
692,Especialista,68,H,Dermatologists,300,518
693,Clinica,58,H,ENT Specialist,500,273
694,Hospital,57,H,Dentist,300,564
695,ONG,56,H,Homeopath,1000,486
696,Otro,45,H,Dermatologists,200,1023
697,Medico,64,H,Dermatologists,400,598
698,Especialista,64,H,Dentist,700,489
699,Clinica,49,H,Ayurveda,1050,63
700,Hospital,36,H,Dentist,1000,404
701,ONG,66,H,Dentist,200,1096
702,Otro,70,H,Ayurveda,300,41
703,Medico,41,H,General Medicine,400,268
704,Especialista,58,H,Dentist,200,50
705,Clinica,39,H,Dermatologists,300,374
706,Hospital,43,H,General Medicine,400,1000
707,ONG,54,H,General Medicine,450,575
708,Otro,31,H,Ayurveda,1000,55
709,Medico,45,H,Dentist,1000,499
710,Especialista,55,H,General Medicine,400,404
711,Clinica,57,H,General Medicine,1000,590
712,Hospital,46,H,Dentist,1050,390
713,ONG,42,H,Homeopath,250,400
714,Otro,36,H,Dentist,1000,24
715,Medico,57,H,Ayurveda,200,589
716,Especialista,33,H,General Medicine,200,528
717,Clinica,57,H,Dentist,200,248
718,Hospital,58,H,Ayurveda,1050,451
719,ONG,50,H,Dermatologists,200,3
720,Otro,32,H,Dentist,1050,576
721,Medico,40,H,Dermatologists,300,224
722,Especialista,57,H,Dermatologists,1000,1007
723,Clinica,45,H,Ayurveda,300,438
724,Hospital,54,H,Dermatologists,500,294
725,ONG,30,H,Dentist,1000,502
726,Otro,34,H,General Medicine,200,593
727,Medico,60,H,General Medicine,500,90
728,Especialista,43,H,General Medicine,750,266
729,Clinica,44,H,Dermatologists,1000,1059
730,Hospital,40,H,Dentist,750,1052
731,ONG,67,H,ENT Specialist,300,416
732,Otro,44,H,Dentist,1050,537
733,Medico,69,H,Dermatologists,250,1058
734,Especialista,70,H,ENT Specialist,750,108
735,Clinica,41,H,Ayurveda,300,206
736,Hospital,58,H,Ayurveda,50,249
737,ONG,53,H,General Medicine,200,1036
738,Otro,31,H,Dentist,500,399
739,Medico,48,H,Ayurveda,200,231
740,Especialista,63,H,Homeopath,300,351
741,Clinica,57,H,ENT Specialist,300,439
742,Hospital,59,H,ENT Specialist,1050,518
743,ONG,47,H,Dentist,400,4910
744,Otro,49,H,Dentist,300,448
745,Medico,46,H,Dentist,200,1061
746,Especialista,46,H,General Medicine,400,536
747,Clinica,70,H,Dentist,80,313
748,Hospital,67,H,Dermatologists,300,88
749,ONG,46,H,Dentist,500,454
750,Otro,37,H,Homeopath,1050,1052
751,Medico,67,H,ENT Specialist,400,545
752,Especialista,39,H,Dentist,200,263
753,Clinica,34,H,General Medicine,300,476
754,Hospital,32,H,Homeopath,300,292
755,ONG,51,H,Dermatologists,200,476
756,Otro,58,H,General Medicine,400,300
757,Medico,60,H,Dentist,600,462
758,Especialista,62,H,Homeopath,200,567
759,Clinica,30,H,Homeopath,800,512
760,Hospital,39,H,Dentist,500,312
761,ONG,69,H,Homeopath,1000,419
762,Otro,48,H,Dentist,300,386
763,Medico,53,H,Dermatologists,200,366
764,Especialista,62,H,Homeopath,500,72
765,Clinica,32,H,Dentist,300,439
766,Hospital,58,H,Ayurveda,1050,1009
767,ONG,54,H,Dentist,300,516
768,Otro,35,H,Dermatologists,1000,1020
769,Medico,41,H,Homeopath,600,1097
770,Especialista,55,H,General Medicine,200,563
771,Clinica,61,H,Homeopath,1000,7
772,Hospital,49,H,General Medicine,1000,479
773,ONG,60,H,Homeopath,800,105
774,Otro,50,H,General Medicine,250,350
775,Medico,65,H,Dentist,400,412
776,Especialista,55,H,ENT Specialist,200,10100
777,Clinica,50,H,ENT Specialist,400,572
778,Hospital,62,H,Homeopath,630,223
779,ONG,68,H,ENT Specialist,1050,513
780,Otro,31,H,Homeopath,1000,304
781,Medico,48,H,Ayurveda,1000,342
782,Especialista,57,H,Ayurveda,250,338
783,Clinica,41,H,General Medicine,500,430
784,Hospital,34,H,Homeopath,600,40
785,ONG,53,H,Ayurveda,499,286
786,Otro,35,H,Homeopath,1000,1031
787,Medico,41,H,General Medicine,300,1077
788,Especialista,38,H,General Medicine,500,1059
789,Clinica,50,H,General Medicine,260,1064
790,Hospital,37,H,Homeopath,300,710
791,ONG,48,H,Homeopath,300,470
792,Otro,48,H,Dentist,450,313
793,Medico,48,H,General Medicine,1000,210
794,Especialista,45,H,General Medicine,500,467
795,Clinica,30,H,Homeopath,250,373
796,Hospital,53,H,Homeopath,300,562
797,ONG,45,H,General Medicine,1000,318
798,Otro,63,H,Dermatologists,1000,415
799,Medico,44,H,General Medicine,600,70
800,Especialista,67,H,General Medicine,1050,487
801,Clinica,70,H,Dermatologists,1000,1030
802,Hospital,60,H,Dentist,500,1088
803,ONG,50,H,ENT Specialist,300,499
804,Otro,58,H,Dermatologists,300,1041
805,Medico,39,H,Homeopath,300,357
806,Especialista,55,H,Dermatologists,500,99
807,Clinica,32,H,Dentist,500,358
808,Hospital,51,H,Dentist,300,1096
809,ONG,47,H,Ayurveda,300,436
810,Otro,46,H,General Medicine,400,467
811,Medico,45,H,ENT Specialist,200,1002
812,Especialista,30,H,Homeopath,200,463
813,Clinica,46,H,Homeopath,200,1046
814,Hospital,47,H,General Medicine,250,10102
815,ONG,64,H,General Medicine,400,1053
816,Otro,43,H,General Medicine,1050,229
817,Medico,45,H,Ayurveda,70,49
818,Especialista,61,H,Dentist,500,578
819,Clinica,61,H,Dentist,1000,90
820,Hospital,51,H,Dermatologists,200,349
821,ONG,63,H,General Medicine,700,389
822,Otro,44,H,General Medicine,1000,376
823,Medico,58,H,Ayurveda,200,593
824,Especialista,34,H,Homeopath,1050,216
825,Clinica,56,H,Homeopath,600,293
826,Hospital,37,H,Ayurveda,600,202
827,ONG,43,H,Dentist,200,46
828,Otro,59,H,Dentist,200,229
829,Medico,66,H,ENT Specialist,300,380
830,Especialista,49,H,Dentist,400,334
831,Clinica,57,H,Dentist,200,537
832,Hospital,34,H,Dermatologists,200,20
833,ONG,34,H,Dentist,300,1077
834,Otro,48,H,Dermatologists,350,321
835,Medico,56,H,Dentist,650,495
836,Especialista,59,H,Dermatologists,1050,575
837,Clinica,53,H,General Medicine,250,910
838,Hospital,46,H,Dentist,750,284
839,ONG,55,H,Ayurveda,500,305
840,Otro,69,H,General Medicine,200,503
841,Medico,38,H,General Medicine,200,322
842,Especialista,56,H,ENT Specialist,1000,10103
843,Clinica,31,H,General Medicine,300,2810
844,Hospital,70,H,Ayurveda,1000,329
845,ONG,62,H,Dermatologists,350,538
846,Otro,64,H,Dentist,800,299
847,Medico,66,H,Ayurveda,1000,359
848,Especialista,67,H,Dermatologists,1000,8
849,Clinica,41,H,General Medicine,400,363
850,Hospital,50,H,Ayurveda,400,389
851,ONG,52,H,Dermatologists,1000,347
852,Otro,57,H,Ayurveda,400,1095
853,Medico,32,H,Homeopath,300,229
854,Especialista,40,H,General Medicine,1000,402
855,Clinica,54,H,ENT Specialist,300,1051
856,Hospital,57,H,ENT Specialist,300,209
857,ONG,46,H,Homeopath,350,219
858,Otro,64,H,ENT Specialist,200,236
859,Medico,68,H,Ayurveda,400,77
860,Especialista,39,H,ENT Specialist,1000,1054
861,Clinica,49,H,Homeopath,450,1088
862,Hospital,30,H,General Medicine,500,1064
863,ONG,50,H,Dentist,200,598
864,Otro,60,H,General Medicine,250,1048
865,Medico,47,H,Dentist,400,561
866,Especialista,36,H,Dentist,500,294
867,Clinica,64,H,ENT Specialist,250,272
868,Hospital,45,H,Dentist,1000,437
869,ONG,61,H,ENT Specialist,1000,457
870,Otro,33,H,General Medicine,400,1025
871,Medico,69,H,Dentist,200,438
872,Especialista,44,H,ENT Specialist,800,1036
873,Clinica,47,H,ENT Specialist,800,66
874,Hospital,36,H,ENT Specialist,400,10710
875,ONG,52,H,Dentist,700,292
876,Otro,45,H,Homeopath,300,419
877,Medico,34,H,Dermatologists,300,565
878,Especialista,57,H,General Medicine,1000,482
879,Clinica,55,H,Homeopath,500,1097
880,Hospital,66,H,Homeopath,1000,86
881,ONG,49,H,Homeopath,500,417
882,Otro,41,H,Dermatologists,500,492
883,Medico,40,H,General Medicine,600,327
884,Especialista,36,H,Dermatologists,1000,1007
885,Clinica,31,H,Dermatologists,300,1004
886,Hospital,69,H,ENT Specialist,500,72
887,ONG,57,H,Dentist,300,234
888,Otro,52,H,Dentist,250,1078
889,Medico,45,H,Dermatologists,250,45
890,Especialista,32,H,General Medicine,300,572
891,Clinica,45,H,Dentist,1000,3910
892,Hospital,35,H,General Medicine,500,570
893,ONG,30,H,Homeopath,1000,510
894,Otro,46,H,Homeopath,350,505
895,Medico,44,H,Dentist,400,318
896,Especialista,70,H,Dermatologists,200,26
897,Clinica,51,H,Dentist,500,218
898,Hospital,70,H,General Medicine,500,303
899,ONG,35,H,Homeopath,250,466
900,Otro,47,H,Dentist,300,1084
901,Medico,56,H,ENT Specialist,250,396
902,Especialista,56,H,General Medicine,300,1048
903,Clinica,51,H,Homeopath,200,322
904,Hospital,50,H,Dentist,400,557
905,ONG,34,H,Dermatologists,1000,203
906,Otro,53,H,ENT Specialist,1000,213
907,Medico,63,H,Ayurveda,300,528
908,Especialista,42,H,Dermatologists,200,235
909,Clinica,44,H,Ayurveda,500,224
910,Hospital,60,H,Dermatologists,400,1043
911,ONG,39,H,Homeopath,700,64
912,Otro,54,H,ENT Specialist,500,1020
913,Medico,32,H,Dermatologists,500,105
914,Especialista,39,H,Dermatologists,1000,109
915,Clinica,59,H,Dentist,750,1060
916,Hospital,61,H,Dermatologists,250,1047
917,ONG,58,H,Homeopath,300,462
918,Otro,52,H,ENT Specialist,1050,559
919,Medico,47,H,Dermatologists,400,479
920,Especialista,37,H,ENT Specialist,250,1069
921,Clinica,37,H,Dermatologists,1000,43
922,Hospital,63,H,Dentist,800,249
923,ONG,50,H,Ayurveda,1000,1030
924,Otro,39,H,Homeopath,500,452
925,Medico,56,H,Ayurveda,1000,216
926,Especialista,34,H,Dermatologists,300,10010
927,Clinica,67,H,Dentist,500,3710
928,Hospital,63,H,Dentist,200,304
929,ONG,41,H,Ayurveda,1000,215
930,Otro,35,H,Dentist,500,75
931,Medico,53,H,Dermatologists,300,596
932,Especialista,53,H,Homeopath,1000,290
933,Clinica,59,H,Dentist,200,1063
934,Hospital,63,H,Dentist,1000,1055
935,ONG,32,H,Dermatologists,200,3710
936,Otro,47,H,Dentist,200,227
937,Medico,60,H,Dentist,200,1053
938,Especialista,62,H,ENT Specialist,300,810
939,Clinica,31,H,Dentist,1000,563
940,Hospital,31,H,Dermatologists,1000,1090
941,ONG,46,H,Dentist,300,27
942,Otro,50,H,Dermatologists,200,1066
943,Medico,54,H,Dentist,400,352
944,Especialista,46,H,Ayurveda,300,565
945,Clinica,68,H,Ayurveda,1050,357
946,Hospital,57,H,Homeopath,200,10105
947,ONG,43,H,General Medicine,1000,264
948,Otro,54,H,Dentist,500,335
949,Medico,50,H,General Medicine,300,234
950,Especialista,49,H,Ayurveda,600,323
951,Clinica,46,H,Homeopath,300,595
952,Hospital,54,H,ENT Specialist,500,1034
953,ONG,55,H,Dentist,250,66
954,Otro,43,H,General Medicine,200,345
955,Medico,54,H,Dentist,200,590
956,Especialista,31,H,Dentist,1000,67
957,Clinica,46,H,General Medicine,300,526
958,Hospital,64,H,Dermatologists,400,3810
959,ONG,48,H,General Medicine,700,370
960,Otro,35,H,ENT Specialist,1000,39
961,Medico,31,H,General Medicine,500,573
962,Especialista,48,H,Ayurveda,500,227
963,Clinica,69,H,General Medicine,1000,376
964,Hospital,57,H,Dentist,1000,424
965,ONG,58,H,Homeopath,200,314
966,Otro,61,H,Dermatologists,200,5710
967,Medico,47,H,Dermatologists,300,339
968,Especialista,41,H,General Medicine,500,572
969,Clinica,62,H,General Medicine,400,404
970,Hospital,49,H,Dermatologists,200,5710
971,ONG,44,H,Dermatologists,500,449
972,Otro,37,H,Dentist,1000,57
973,Medico,40,H,General Medicine,1000,248
974,Especialista,61,H,ENT Specialist,1000,1030
975,Clinica,49,H,Homeopath,600,380
976,Hospital,45,H,General Medicine,200,448
977,ONG,64,H,Dentist,1000,87
978,Otro,40,H,Dentist,200,587
979,Medico,54,H,Dermatologists,200,1072
980,Especialista,65,H,Dentist,550,463
981,Clinica,33,H,Homeopath,1000,2710
982,Hospital,52,H,Dermatologists,450,3910
983,ONG,34,H,ENT Specialist,500,1050
984,Otro,40,H,Dermatologists,300,594
985,Medico,55,H,Ayurveda,600,442
986,Especialista,42,H,Dentist,200,103
987,Clinica,33,H,ENT Specialist,1000,403
988,Hospital,39,H,Dentist,900,593
989,ONG,53,H,Homeopath,1000,567
990,Otro,69,H,General Medicine,500,454
991,Medico,32,H,Dentist,250,438
992,Especialista,64,H,Homeopath,200,1031
993,Clinica,47,H,Dentist,1000,222
994,Hospital,46,H,Ayurveda,500,5110
995,ONG,45,H,General Medicine,300,327
996,Otro,35,H,Homeopath,300,397
997,Medico,56,H,Homeopath,1000,354
998,Especialista,67,H,General Medicine,500,479
999,Clinica,44,H,General Medicine,750,1002
1000,Hospital,50,H,Ayurveda,1050,439
1001,ONG,43,H,Dentist,250,229
1002,Otro,50,H,Dermatologists,1000,1037
1003,Medico,42,H,Ayurveda,1000,523
1004,Especialista,38,H,ENT Specialist,500,1094
1005,Clinica,59,H,Homeopath,1000,314
1006,Hospital,57,H,Homeopath,400,224
1007,ONG,41,H,Dermatologists,50,318
1008,Otro,49,H,Homeopath,300,1005
1009,Medico,35,H,General Medicine,200,1057
1010,Especialista,40,H,ENT Specialist,250,1046
1011,Clinica,48,H,Dentist,1000,362
1012,Hospital,54,H,Homeopath,300,279
1013,ONG,32,H,Homeopath,200,265
1014,Otro,32,H,Homeopath,600,1023
1015,Medico,60,H,General Medicine,800,1068
1016,Especialista,70,H,Dermatologists,50,29
1017,Clinica,59,H,ENT Specialist,500,412
1018,Hospital,60,H,General Medicine,1000,372
1019,ONG,61,H,Dermatologists,350,431
1020,Otro,70,H,General Medicine,500,1036
1021,Medico,51,H,Homeopath,200,364
1022,Especialista,36,H,ENT Specialist,500,404
1023,Clinica,67,H,General Medicine,400,434
1024,Hospital,61,H,Homeopath,600,285
1025,ONG,60,H,Dentist,1000,68
1026,Otro,54,H,Ayurveda,1000,1085
1027,Medico,32,H,Dermatologists,1000,207
1028,Especialista,58,H,Ayurveda,800,351
1029,Clinica,35,H,General Medicine,350,1069
1030,Hospital,52,H,ENT Specialist,550,433
1031,ONG,37,H,Dermatologists,400,238
1032,Otro,39,H,Ayurveda,400,64
1033,Medico,43,H,Ayurveda,1000,212
1034,Especialista,59,H,ENT Specialist,300,1085
1035,Clinica,32,H,Dentist,600,300
1036,Hospital,44,H,Dermatologists,1000,67
1037,ONG,52,H,Dentist,700,273
1038,Otro,57,H,Dentist,300,502
1039,Medico,58,H,ENT Specialist,1000,273
1040,Especialista,66,H,Dermatologists,1000,325
1041,Clinica,33,H,Dentist,300,37
1042,Hospital,43,H,General Medicine,1000,565
1043,ONG,54,H,Dentist,600,549
1044,Otro,60,H,Dentist,200,1097
1045,Medico,52,H,Dentist,200,52
1046,Especialista,49,H,Homeopath,1000,1004
1047,Clinica,40,H,Dentist,300,3010
1048,Hospital,59,H,Homeopath,1000,20
1049,ONG,32,H,Homeopath,400,1044
1050,Otro,55,H,Dermatologists,300,1058
1051,Medico,65,H,Dentist,700,431
1052,Especialista,35,H,Dentist,500,1080
1053,Clinica,55,H,Dentist,1000,295
1054,Hospital,59,H,Dermatologists,500,236
1055,ONG,56,H,Homeopath,500,1078
1056,Otro,49,H,Dentist,200,357
1057,Medico,44,H,Ayurveda,500,259
1058,Especialista,38,H,Ayurveda,50,268
1059,Clinica,31,H,General Medicine,300,52
1060,Hospital,40,H,General Medicine,300,54
1061,ONG,70,H,Homeopath,200,495
1062,Otro,54,H,Dentist,200,1074
1063,Medico,52,H,General Medicine,1050,366
1064,Especialista,69,H,Homeopath,300,348
1065,Clinica,64,H,Dermatologists,1000,351
1066,Hospital,36,H,Homeopath,400,3110
1067,ONG,50,H,ENT Specialist,1050,498
1068,Otro,69,H,Ayurveda,500,530
1069,Medico,35,H,General Medicine,200,300
1070,Especialista,53,H,General Medicine,200,47
1071,Clinica,68,H,General Medicine,500,295
1072,Hospital,70,H,Dentist,350,507
1073,ONG,59,H,Dermatologists,1000,7
1074,Otro,54,H,Dermatologists,500,548
1075,Medico,41,H,Dentist,1000,294
1076,Especialista,37,H,General Medicine,1000,396
1077,Clinica,56,H,General Medicine,750,10108
1078,Hospital,41,H,Dentist,1000,4
1079,ONG,53,H,Dentist,500,555
1080,Otro,43,H,Ayurveda,1000,372
1081,Medico,30,H,Homeopath,200,310
1082,Especialista,56,H,Ayurveda,300,1058
1083,Clinica,42,H,Dermatologists,80,274
1084,Hospital,45,H,Dentist,1000,470
1085,ONG,57,H,Ayurveda,200,10106
1086,Otro,30,H,Dentist,60,335
1087,Medico,40,H,Homeopath,1000,535
1088,Especialista,39,H,Dermatologists,1000,392
1089,Clinica,59,H,Dermatologists,500,468
1090,Hospital,68,H,Ayurveda,600,328
1091,ONG,38,H,Ayurveda,200,1026
1092,Otro,41,H,Dentist,1000,306
1093,Medico,59,H,Dentist,300,1098
1094,Especialista,42,H,General Medicine,1000,413
1095,Clinica,32,H,Dermatologists,300,1024
1096,Hospital,51,H,General Medicine,500,267
1097,ONG,39,H,Dentist,600,1035
1098,Otro,56,H,ENT Specialist,200,1031
1099,Medico,45,H,ENT Specialist,1000,53
1100,Especialista,51,H,General Medicine,300,1063
1101,Clinica,34,H,Ayurveda,200,1037
1102,Hospital,55,H,Dentist,1000,589
1103,ONG,47,H,Homeopath,200,369
1104,Otro,65,H,Homeopath,1050,286
1105,Medico,64,H,Ayurveda,250,251
1106,Especialista,48,H,Ayurveda,1000,230
1107,Clinica,59,H,Dentist,200,1063
1108,Hospital,43,H,ENT Specialist,200,256
1109,ONG,62,H,Dentist,500,1089
1110,Otro,31,H,General Medicine,200,25
1111,Medico,48,H,General Medicine,1000,10106
1112,Especialista,47,H,General Medicine,400,1062
1113,Clinica,35,H,Homeopath,400,1060
1114,Hospital,52,H,Ayurveda,500,386
1115,ONG,55,H,Dentist,500,7
1116,Otro,51,H,General Medicine,200,73
1117,Medico,40,H,Homeopath,800,310
1118,Especialista,67,H,ENT Specialist,200,296
1119,Clinica,67,H,Dentist,350,232
1120,Hospital,39,H,Dermatologists,1000,498
1121,ONG,64,H,Homeopath,400,595
1122,Otro,39,H,ENT Specialist,1000,305
1123,Medico,68,H,Dentist,400,580
1124,Especialista,46,H,Ayurveda,700,410
1125,Clinica,51,H,Dentist,1000,309
1126,Hospital,64,H,Dermatologists,1000,546
1127,ONG,41,H,Dentist,300,223
1128,Otro,59,H,General Medicine,200,510
1129,Medico,62,H,Dermatologists,1000,7
1130,Especialista,47,H,Ayurveda,500,251
1131,Clinica,50,H,Homeopath,200,364
1132,Hospital,32,H,Homeopath,1000,590
1133,ONG,49,H,General Medicine,300,3810
1134,Otro,44,H,General Medicine,200,223
1135,Medico,34,H,ENT Specialist,250,533
1136,Especialista,45,H,Dentist,1000,5710
1137,Clinica,36,H,General Medicine,1000,1061
1138,Hospital,59,H,Homeopath,200,1078
1139,ONG,68,H,General Medicine,200,484
1140,Otro,30,H,Homeopath,300,226
1141,Medico,63,H,ENT Specialist,300,314
1142,Especialista,68,H,Dermatologists,1000,1078
1143,Clinica,56,H,Dentist,300,347
1144,Hospital,58,H,General Medicine,500,400
1145,ONG,57,H,General Medicine,80,249
1146,Otro,63,H,Homeopath,300,516
1147,Medico,35,H,Homeopath,500,331
1148,Especialista,34,H,ENT Specialist,1000,50
1149,Clinica,65,H,Dermatologists,500,68
1150,Hospital,47,H,Dermatologists,800,435
1151,ONG,41,H,Dentist,1000,510
1152,Otro,36,H,ENT Specialist,1000,487
1153,Medico,46,H,Dermatologists,700,243
1154,Especialista,53,H,Homeopath,1000,479
1155,Clinica,36,H,Dermatologists,200,262
1156,Hospital,39,H,Homeopath,400,288
1157,ONG,35,H,Dentist,250,319
1158,Otro,39,H,Dentist,200,208
1159,Medico,34,H,General Medicine,1000,515
1160,Especialista,36,H,General Medicine,200,327
1161,Clinica,51,H,Ayurveda,1000,456
1162,Hospital,31,H,General Medicine,200,492
1163,ONG,40,H,Dentist,300,300
1164,Otro,56,H,General Medicine,200,1082
1165,Medico,63,H,ENT Specialist,1000,467
1166,Especialista,70,H,Dentist,300,97
1167,Clinica,53,H,Dermatologists,1000,80
1168,Hospital,57,H,Dermatologists,700,1069
1169,ONG,70,H,Dermatologists,1000,68
1170,Otro,34,H,Dermatologists,300,446
1171,Medico,30,H,ENT Specialist,1000,56
1172,Especialista,66,H,Homeopath,500,1067
1173,Clinica,51,H,Homeopath,1050,540
1174,Hospital,39,H,Dentist,1000,1024
1175,ONG,56,H,Dermatologists,1000,2110
1176,Otro,64,H,ENT Specialist,700,1021
1177,Medico,38,H,Dentist,1000,593
1178,Especialista,38,H,ENT Specialist,1000,92
1179,Clinica,58,H,General Medicine,300,1008
1180,Hospital,47,H,Dermatologists,400,1037
1181,ONG,43,H,Dermatologists,400,100
1182,Otro,60,H,General Medicine,200,86
1183,Medico,46,H,Ayurveda,1000,452
1184,Especialista,62,H,Ayurveda,500,1030
1185,Clinica,47,H,Dermatologists,200,10104
1186,Hospital,67,H,ENT Specialist,300,1043
1187,ONG,47,H,ENT Specialist,600,1022
1188,Otro,66,H,Ayurveda,1000,448
1189,Medico,62,H,ENT Specialist,300,1088
1190,Especialista,34,H,ENT Specialist,400,390
1191,Clinica,56,H,ENT Specialist,350,41
1192,Hospital,52,H,Dermatologists,400,516
1193,ONG,35,H,Homeopath,500,3110
1194,Otro,32,H,Dermatologists,500,580
1195,Medico,36,H,Dermatologists,450,387
1196,Especialista,49,H,Ayurveda,200,404
1197,Clinica,31,H,Homeopath,1000,457
1198,Hospital,42,H,General Medicine,800,480
1199,ONG,30,H,Dentist,300,597
1200,Otro,45,H,ENT Specialist,200,1070
1201,Medico,35,H,Dentist,400,386
1202,Especialista,31,H,Dermatologists,1000,478
1203,Clinica,51,H,Ayurveda,250,488
1204,Hospital,66,H,Homeopath,200,369
1205,ONG,64,H,Ayurveda,1050,222
1206,Otro,40,H,Ayurveda,1000,1064
1207,Medico,35,H,General Medicine,1050,368
